StateName,StateFIPS,PumaState,PUMA,Counties Within PUMA,uninsured_total,uninsured_percent,Foodstamp,Age0_18,Age19_25,Age26_34,Age35_54,Age55_64,Male,Female,Married,ChildinFamily,Latino,WhiteNonLatino,BlackNonLatino,AsianNonLatino,Multiracial_or_Other,Disabled,FullTime_Worker_in_Family,LessThanHS,HSDiploma,CollegeGrad,NoEnglishAdults_in_House,EnglishSpeaking,Spanish,%_EducatedPersons
California,6,602500,2500,StanislausCounty(part),31129,17.9,7968,5678,6078,6294,12,377,15219,1591,91,14261,146,11433,97,3461,629,2573,21299,5514,2991,4624,2441,25932,3852,462409.6084037393
California,6,602601,2601,StanislausCounty(part),25764,17.9,7147,1891,6022,5716,9239,2897,13837,11927,5989,7336,1444,9769,492,917,542,1418,17571,5679,18813,1272,4218,18742,5972,127273.02049371215
California,6,602602,2602,StanislausCounty(part),20455,15.8,2215,2651,4654,4236,718,187,11379,976,7652,7898,1645,7969,683,738,85,1261,13978,5231,1492,1132,3356,15978,4036,113207.294060132
California,6,602701,2701,SantaClaraCounty(part),9158,5.4,1086,398,766,2631,463,1299,4357,48,286,2395,2171,3164,331,371,394,575,6114,545,5894,2719,871,6878,272,271964.359030356
California,6,602702,2702,SantaClaraCounty(part),12203,9.7,1188,1093,2052,3389,466,163,679,5413,3871,3889,4411,377,37,4316,91,546,9255,245,769,2468,2806,8224,1803,246806.301729083
California,6,602703,2703,SantaClaraCounty(part),10814,9.0,1078,999,904,2395,4652,1864,5478,5336,369,2857,4522,2737,32,2652,598,136,7886,15,699,3215,2708,7051,1858,321506.4638431663
California,6,602704,2704,SantaClaraCounty(part),14365,11.9,1382,401,2058,2750,6896,2259,6884,7481,3898,1913,338,3113,625,6612,451,869,7576,2317,1472,1575,2058,9362,887,157510.24712843716
California,6,602705,2705,SantaClaraCounty(part),12591,12.8,3198,1358,2187,2587,549,141,6897,5694,3659,439,7174,1761,698,2889,7,261,7991,3195,828,1189,3381,8099,2678,118906.57612580415
California,6,602706,2706,SantaClaraCounty(part),9748,10.0,2862,647,1738,2299,4186,879,5375,4373,396,2826,5619,3581,16,17,67,589,6569,331,5319,1129,895,7926,1760,112954.56503898236
California,6,602707,2707,SantaClaraCounty(part),4447,3.9,228,550,1006,478,995,1417,1916,2531,1611,1315,59,285,157,2126,,232,2766,437,2553,1457,913,3362,11,145757.4094895435
California,6,602708,2708,SantaClaraCounty(part),18208,14.8,2046,2740,2918,3974,5467,319,11695,6514,697,6282,533,444,874,747,814,1189,1476,2812,1186,3537,6009,12411,1501,353706.51362038666
California,6,602709,2709,SantaClaraCounty(part),16175,15.0,1830,803,4499,5086,4424,1363,117,64,3395,3466,9486,4128,1312,97,198,852,11383,3741,9232,321,1882,12200,3683,32157.07573415765
California,6,602710,2710,SantaClaraCounty(part),16149,12.1,1728,599,3047,4234,6654,1616,9658,6491,6,4947,458,4352,58,6186,16,847,11146,4372,9142,2635,4629,10193,1696,263556.61031642824
California,6,602711,2711,SantaClaraCounty(part),8750,10.4,451,392,1236,2469,356,194,461,4149,3283,2369,1512,2646,946,2872,572,186,642,959,595,2696,1048,7218,148,269606.80000000005
California,6,602712,2712,SantaClaraCounty(part),10281,11.7,951,104,2686,1848,4573,169,5451,483,1952,1864,366,4116,92,139,145,59,73,1464,6971,1845,563,8614,1020,184567.8046882599
California,6,602713,2713,SantaClaraCounty(part),11518,11.3,2252,1732,1710,2501,43,1572,659,546,3425,4799,4313,767,47,5855,12,516,8746,2994,5767,2757,2314,7114,1596,275750.06945650285
California,6,602714,2714,SantaClaraCounty(part),16527,20.1,3097,1655,2721,2499,686,2792,9318,728,5987,5719,773,881,33,7321,174,876,1855,472,9738,287,4737,7607,4020,28758.92176438555
California,6,602801,2801,SantaCruzCounty(part),13507,12.2,1340,1226,3898,2535,3945,192,8642,4865,2532,3613,3838,8112,335,761,22,576,9943,1217,9118,3172,424,11999,1471,317267.50573776563
California,6,602802,2802,SantaCruzCounty(part),16187,14.0,3098,1207,2708,4224,5566,2482,9563,6624,5346,5275,929,639,,265,191,187,12259,3897,9951,2339,2319,11921,4199,233961.47525792304
California,6,602900,2900,MontereyCounty(part),26371,21.2,5721,4903,4302,6734,835,283,1441,11961,7234,1136,19268,4811,379,1327,538,1429,21882,1761,1431,158,10652,13580,12195,15805.426415380532
California,6,603001,3001,MontereyCounty(part),16236,16.8,1684,2497,2173,2810,6138,2617,8235,81,4893,6487,5774,7536,453,1726,568,934,11915,3894,9962,238,3118,12454,2869,23861.357477211135
California,6,603002,3002,MontereyCounty(part),35640,20.3,2989,4392,6033,7224,1335,4687,24917,1724,8715,1583,23253,6752,3887,647,767,2916,19741,1349,2116,1431,7368,25347,9380,143105.93714927047
California,6,603100,3100,MercedCounty,46168,20.7,7572,7329,10348,8833,14413,5245,2582,2186,14256,19618,29294,1487,1456,362,989,694,3281,15946,2687,3352,10408,31542,12232,335205.8200485184
California,6,603200,3200,MaderaCounty,23115,18.3,3026,3895,3827,4413,9647,1335,12351,1764,7229,7349,14,6769,569,1175,131,1542,15417,9732,11926,1457,4185,17617,5152,145751.59420289856
California,6,603301,3301,FresnoCounty(part),58661,20.5,17216,7267,15789,12569,18652,4384,34554,2417,15983,2142,3517,1735,2818,8198,1562,5732,38843,1813,36133,4425,10841,42341,11072,442561.59629055083
California,6,603302,3302,FresnoCounty(part),21071,15.7,5408,1284,5671,5451,6386,228,11932,9139,4559,5655,621,8966,792,3234,258,171,16558,3766,14169,3137,920,18409,1013,313767.2440795406
California,6,603401,3401,FresnoCounty(part),33558,23.4,6256,4167,6469,5740,1276,4423,2831,12728,9927,1187,24124,568,1636,179,136,3495,22569,15557,1737,964,7156,22947,9823,96405.1761129984
California,6,603402,3402,FresnoCounty(part),39281,15.9,6420,5221,9246,10006,189,3999,2195,17376,1199,1367,21563,12782,761,316,39,2462,2832,11931,2329,461,5678,30352,7652,46105.92907512538
California,6,603501,3501,TulareCounty(part),23354,19.6,4262,4092,5148,4062,6688,3364,14454,89,6759,7727,14111,7247,,1399,389,217,17748,7119,14216,219,2915,18747,4172,21960.87179926351
California,6,603502,3502,TulareCounty(part),29221,22.8,7776,7851,6027,5291,871,1981,15163,1457,8554,17373,2138,7329,437,13,161,1977,21552,7881,1981,2259,2975,23400,5502,225906.7793710003
California,6,603503,3503,TulareCounty(part),31844,23.0,11674,6881,5973,5304,1913,2772,16126,15718,11177,16687,23925,6834,5,334,51,1153,24693,1172,1978,992,7118,22062,9561,99206.21153121468
California,6,603600,3600,KingsCounty,35694,26.5,7324,4638,5620,7462,14846,3127,2629,9664,776,9238,19862,828,4153,825,2184,5847,19719,12563,21628,153,4282,30142,5331,15360.592816719898
California,6,603701,3701,SanLuisObispoCounty(part),17082,16.4,865,2493,3183,3578,5361,2467,9597,7485,6288,5554,3746,12989,163,,97,1519,12583,2663,1344,1375,741,15904,1124,137507.8679311556
California,6,603702,3702,SanLuisObispoCounty(part),26192,21.7,3447,4939,6267,5103,8115,1768,15484,177,561,7383,7788,15742,1361,46,515,2469,1483,3332,21122,1737,1655,24112,1991,173780.6429444105
California,6,603800,3800,KernCounty(part),52244,17.7,6826,8881,11852,8321,18253,4938,26844,254,16689,2483,27818,12935,4773,57,1269,371,41641,15144,31964,5136,5254,42458,6775,513661.18214531813
California,6,603901,3901,KernCounty(part),39638,28.4,6145,3368,10172,9275,1316,3663,27229,1249,12361,1164,26832,7891,2776,176,287,5644,22488,1583,22264,2291,7680,28783,10014,229156.16832332613
California,6,603902,3902,KernCounty(part),32857,23.0,2132,5525,6640,6371,1539,3783,19382,13475,942,12638,17558,1861,2969,357,483,3648,1693,7749,2468,14,7041,23788,8559,1407.511337005813
California,6,603903,3903,KernCounty(part),29960,18.1,7664,5791,6692,4263,1228,2986,15357,1462,8562,1327,19342,9182,366,426,549,2294,22157,898,1975,195,4814,21749,7884,19506.59212283044
California,6,604000,4000,SanBernardinoCounty(part),37802,25.8,5519,6369,8528,7265,12889,2751,1983,18,1257,15933,29856,334,1353,82,2434,2853,28498,11797,24478,1528,6866,27654,9216,152864.75318766202
California,6,604100,4100,SanBernardinoCounty(part),16416,11.5,640,601,2578,4918,7246,173,9512,694,3883,2519,425,8377,959,1423,147,546,9624,252,12459,195,1695,14026,1063,19575.895467836257
California,6,604200,4200,SanBernardinoCounty(part),31024,19.9,5378,5027,8890,5712,9257,2137,16889,14135,9374,1367,21195,3125,4223,1572,99,385,2367,83,21558,1436,3559,23421,6251,143669.48813821556
California,6,604300,4300,SanBernardinoCounty(part),41242,22.4,11368,7066,8353,8389,13729,375,23649,17592,1262,14863,26178,593,554,221,1393,4199,2755,14339,24911,1992,6536,30807,8988,199260.40201736093
California,6,604401,4401,SanBernardinoCounty(part),28379,18.9,3957,3831,5851,6212,9524,296,16461,11918,876,1181,15813,4325,1574,5744,587,292,19114,5833,18782,3764,3950,22815,3073,376466.182740759
California,6,604402,4402,SanBernardinoCounty(part),18042,18.0,4339,2415,3291,4100,5272,2964,878,9262,589,728,1721,4611,16,1627,167,848,124,4159,9572,4311,2924,13856,3224,431153.05398514576
California,6,604403,4403,SanBernardinoCounty(part),59668,28.6,11568,16478,11901,11159,16327,383,29377,3291,1933,3343,49596,3467,3499,1438,494,22,45257,19684,3614,3844,6913,42806,16189,384406.05684789165
California,6,604404,4404,SanBernardinoCounty(part),26086,13.4,5766,4689,4593,5842,9329,1632,1583,1283,781,1166,13681,829,998,2134,22,1159,237,6268,1779,2739,2269,21791,2999,273906.8197500575
California,6,604405,4405,SanBernardinoCounty(part),24351,16.0,3601,1974,4016,2050,1136,4951,12774,11577,6623,5623,3728,17513,1124,186,352,164,12418,3444,17699,327,933,22928,747,32772.68284670034
California,6,604406,4406,SanBernardinoCounty(part),50930,22.4,12430,10086,9208,10796,15616,5224,27239,23691,13985,2287,23946,19415,332,981,284,435,33482,15256,31352,4322,4702,44697,5340,432261.55900255253
California,6,604407,4407,SanBernardinoCounty(part),36456,24.7,5607,3204,10464,5424,1276,464,21445,151,9995,1792,17774,1738,5273,771,1655,3644,19253,8417,25343,2695,2219,31056,5289,269569.5166776388
California,6,604500,4500,LosAngelesCounty(part),24465,17.0,4248,4040,4309,4782,9227,217,1656,849,592,7933,1595,5984,5933,1578,3,2512,126,6922,16298,1245,3789,20675,3010,124566.61761700388
California,6,604600,4600,LosAngelesCounty(part),22095,15.8,4573,2908,4882,4656,7722,1927,12391,974,7477,842,1361,5179,158,212,173,188,14218,6798,13641,1656,3056,17597,4205,165661.73794976238
California,6,604700,4700,LosAngelesCounty(part),17106,11.7,1588,2250,2547,4585,5898,1827,991,816,5912,798,998,6321,291,716,446,834,13262,4224,1621,2262,3642,12300,4377,226209.47620717876
California,6,604800,4800,LosAngelesCounty(part),15124,17.2,772,1167,2507,4056,4945,2449,88,7116,4444,3237,4364,7795,66,29,,698,11864,1737,8553,4834,2803,11020,1236,483456.5524993388
California,6,604900,4900,LosAngelesCounty(part),35378,22.6,2752,3824,6358,7500,1322,4675,19282,1696,11464,11738,5478,2433,321,4867,382,192,26752,4842,283,9733,11225,19269,2189,973300.7999321613
California,6,605000,5000,LosAngelesCounty(part),14182,12.3,1526,1031,2330,2467,6492,1863,8139,644,3141,2123,7256,3759,1524,134,34,51,1181,2928,8491,2763,3984,9071,3951,276359.87166831194
California,6,605100,5100,LosAngelesCounty(part),22727,24.6,4205,1961,3606,4844,8526,3789,11393,11334,9471,79,15344,543,216,6624,,174,16193,955,11455,1723,7645,11054,7345,172350.40260483127
California,6,605200,5200,LosAngelesCounty(part),27305,21.4,3818,4076,6615,5024,8471,3119,15246,1259,911,1551,21137,1733,1682,2494,26,169,271,7462,1695,2939,4246,18949,7248,293906.2076542758
California,6,605300,5300,LosAngelesCounty(part),36674,34.6,6222,8276,7680,6988,1228,351,2719,15954,1289,16239,36316,244,26,43,45,1884,25328,1628,18574,1892,9077,22798,13876,189250.64623438948
California,6,605401,5401,LosAngelesCounty(part),27816,18.6,2708,4091,4952,4772,9444,4557,14954,12862,138,137,1289,636,1197,668,524,1558,21116,3195,19933,4688,4157,18394,4627,468871.6601955709
California,6,605402,5402,LosAngelesCounty(part),25298,21.8,1605,5060,5531,3806,7938,2962,13484,11813,8953,11246,171,4379,32,2655,759,944,19935,6459,13266,5573,2676,18248,5810,557352.4389279785
California,6,605403,5403,LosAngelesCounty(part),27686,25.1,3375,4726,6691,4870,887,2529,14391,13295,7859,11316,2393,1232,111,135,91,1759,21214,9388,1565,2693,4237,18439,8972,269305.652676443
California,6,605404,5404,LosAngelesCounty(part),29340,25.8,2551,3472,5099,5435,11241,493,15982,13358,1899,929,17925,758,69,2856,361,1869,2229,673,18993,3617,5305,18401,8233,361764.7341513292
California,6,605405,5405,LosAngelesCounty(part),30590,27.5,3583,5216,5027,6411,1447,3488,16731,13858,1732,1258,22528,286,82,422,359,1226,22675,1696,16577,3318,8108,17135,10275,331854.19091206277
California,6,605406,5406,LosAngelesCounty(part),26443,24.8,2191,2061,5183,6012,1245,2941,15387,1156,7374,6427,12199,1145,1866,1724,451,139,21119,5342,1488,6221,6797,16941,6491,622105.6271981242
California,6,605407,5407,LosAngelesCounty(part),33231,25.4,3208,4414,6992,7169,11632,323,17928,1533,7994,1498,17465,11274,1858,1966,668,215,26691,7537,18964,673,5555,22935,7643,67357.06719629263
California,6,605408,5408,LosAngelesCounty(part),31829,22.4,1399,3165,7397,7186,9839,4241,16212,15617,9529,8439,13597,1244,1368,3925,894,172,24258,842,17287,6121,5484,21000,5954,612154.3121053128
California,6,605409,5409,LosAngelesCounty(part),27015,19.1,848,1872,6088,6128,1771,2155,16727,1288,84,8415,1191,9951,9,3634,576,661,2258,4996,1716,4859,5169,19040,5552,485906.3520266519
California,6,605410,5410,LosAngelesCounty(part),12270,8.9,453,947,1297,3344,5543,1139,7152,5119,1638,2671,265,6641,1936,1179,449,157,8584,753,73,4487,776,10672,595,448700.5949470253
California,6,605411,5411,LosAngelesCounty(part),25002,13.2,1288,1704,5210,5416,1483,2188,1182,13182,6586,388,6614,1757,777,5126,14,73,18761,2954,12357,9691,5707,17834,2564,969149.4240460763
California,6,605412,5412,LosAngelesCounty(part),33770,24.5,2166,2709,5887,6839,13124,521,17284,16485,1188,92,1181,8167,4243,1268,642,758,26652,647,17321,142,8413,20891,4459,14251.291086763398
California,6,605413,5413,LosAngelesCounty(part),51052,28.2,5477,3328,10121,12375,18596,6632,27159,23893,12343,12486,2161,2181,1976,575,143,2719,3947,1892,26398,13763,13155,32923,12054,1376351.7080623677
California,6,605414,5414,LosAngelesCounty(part),37442,41.9,2350,2125,5838,7033,17357,589,21879,15563,1334,951,1925,2141,1824,13765,57,1312,28848,1426,19436,758,20595,12761,13749,75851.9096202126
California,6,605415,5415,LosAngelesCounty(part),50151,32.6,3816,5262,9347,12222,1774,5581,27673,22478,12815,1345,31733,635,1218,1648,517,2283,37528,1888,2294,8331,21285,23094,20295,833104.5741859584
California,6,605416,5416,LosAngelesCounty(part),40682,22.8,5011,4141,9315,7613,144,5213,21882,188,11515,1199,29436,3823,256,6887,266,219,335,1118,23284,638,6490,26847,10670,63857.23415761271
California,6,605417,5417,LosAngelesCounty(part),33219,26.0,5804,4668,5530,5317,12561,5142,1876,15142,9237,1219,23869,2743,251,3894,138,2784,19449,1528,16171,1768,12492,17115,13071,176848.67997230502
California,6,605418,5418,LosAngelesCounty(part),27159,29.0,6257,4281,5749,5076,8371,3683,14399,12761,7669,1627,284,125,2726,176,583,978,19891,1193,13558,258,9004,13124,12755,25849.9208365551
California,6,605419,5419,LosAngelesCounty(part),29658,23.4,4575,2640,7386,5558,192,3154,16386,13272,6667,9597,1491,1232,1183,126,522,1142,21929,931,17963,2394,6724,21022,7734,239460.56713197113
California,6,605420,5420,LosAngelesCounty(part),16159,15.5,634,1619,4605,3168,5782,985,8351,788,1713,2846,4677,7377,2141,1139,685,865,1219,1377,73,7482,368,15312,664,748200.4517606287
California,6,605421,5421,LosAngelesCounty(part),40156,28.9,8608,5874,6794,8238,14325,4925,21617,18539,11416,16323,26528,512,1215,351,75,1634,2843,17149,2562,2445,9903,24521,15436,244506.3801175416
California,6,605422,5422,LosAngelesCounty(part),31350,31.8,6501,4339,6318,6292,11356,345,1791,13449,5956,11151,26477,421,3476,813,163,926,22191,16789,1341,116,10600,15148,15428,11604.277511961722
California,6,605423,5423,LosAngelesCounty(part),29056,23.0,9020,4234,6843,5340,971,293,14578,14478,883,12787,2313,318,5527,56,142,1526,19911,1437,1381,129,9318,14783,14273,12904.752890969163
California,6,605424,5424,LosAngelesCounty(part),32834,20.5,5065,3784,6567,7006,11541,3936,1897,13864,918,11536,24648,2776,2291,2346,655,2547,22466,1472,1957,335,6587,22632,9337,33505.96028507035
